model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,logged_at,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,274.3,378.19,0.0,,,0.2449,0.4063,0.1553,0.2073,0.1262,0.1475,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,659.8,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T11:01:45,100.0,250.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,290.41,401.14,0.0,,,0.2306,0.378,0.1484,0.1958,0.1216,0.141,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,698.86,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T11:13:23,100.0,500.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,285.23,392.93,0.0,,,0.2249,0.3693,0.1437,0.19,0.1172,0.1362,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,685.26,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T11:24:49,100.0,500.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,290.05,399.77,0.0,,,0.2428,0.3988,0.1567,0.2069,0.1287,0.1492,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,697.06,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T11:36:26,100.0,500.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,282.26,388.93,0.0,,,0.235,0.3862,0.15,0.1985,0.1223,0.1422,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,678.37,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T11:47:44,100.0,500.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,290.62,400.47,0.0,,,0.265,0.4308,0.1694,0.2229,0.1384,0.1604,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,698.26,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T11:59:22,100.0,500.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,281.67,388.5,0.0,,,0.2551,0.4184,0.1619,0.2145,0.1316,0.1532,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,677.22,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T12:10:40,100.0,500.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,304.61,425.92,0.0,,,0.2165,0.3513,0.1374,0.1807,0.1116,0.1293,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,737.81,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T12:22:58,200.0,100.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,299.51,418.55,0.0,,,0.2071,0.3366,0.1312,0.1727,0.1065,0.1234,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,725.38,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T12:35:03,200.0,100.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,301.53,421.45,0.0,,,0.2259,0.3693,0.144,0.1902,0.1174,0.1363,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,730.32,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T12:47:13,200.0,100.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,306.13,426.99,0.0,,,0.2164,0.3538,0.1367,0.1807,0.1108,0.1286,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,740.12,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T12:59:33,200.0,100.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,302.21,422.05,0.0,,,0.2412,0.3925,0.1541,0.2027,0.1258,0.1457,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,731.4,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T13:11:45,200.0,100.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,300.37,419.83,0.0,,,0.2331,0.3802,0.1472,0.1944,0.1192,0.1384,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,727.55,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T13:23:52,200.0,100.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,390.64,546.55,0.0,,,0.2214,0.3645,0.1408,0.1868,0.1146,0.1334,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,944.37,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T13:39:37,200.0,250.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,391.54,547.37,0.0,,,0.2101,0.3433,0.1324,0.175,0.107,0.1244,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,946.06,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T13:55:23,200.0,250.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,391.56,548.79,0.0,,,0.2303,0.3841,0.1471,0.1965,0.12,0.1402,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,947.64,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T14:11:10,200.0,250.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,387.89,543.84,0.0,,,0.2192,0.3607,0.1385,0.1838,0.1122,0.1306,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,938.93,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T14:26:49,200.0,250.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,395.0,554.35,0.0,,,0.2461,0.4119,0.1572,0.2106,0.1283,0.1502,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,956.51,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T14:42:46,200.0,250.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,391.2,547.55,0.0,,,0.2355,0.3894,0.1485,0.1979,0.1202,0.1403,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,945.88,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T14:58:32,200.0,250.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,385.41,540.5,0.0,,,0.2304,0.3826,0.1472,0.196,0.1201,0.1401,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,933.07,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T15:14:05,200.0,500.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,369.72,512.89,0.0,,,0.2183,0.3648,0.138,0.185,0.1119,0.131,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,889.64,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T15:28:55,200.0,500.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,382.22,530.1,0.0,,,0.24,0.403,0.1543,0.2068,0.1265,0.148,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,919.3,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T15:44:14,200.0,500.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,368.34,510.46,0.0,,,0.2285,0.3825,0.1447,0.1942,0.1174,0.1376,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,885.93,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T15:59:00,200.0,500.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,388.36,538.09,0.0,,,0.2602,0.4341,0.1655,0.2216,0.1348,0.1579,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,933.92,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T16:14:34,200.0,500.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,375.3,519.74,0.0,,,0.2484,0.4129,0.157,0.21,0.1273,0.149,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,902.31,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T16:29:36,200.0,500.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,302.83,423.34,0.0,,,0.2165,0.3513,0.1374,0.1807,0.1116,0.1293,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,733.59,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T16:41:50,500.0,100.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,305.88,427.04,0.0,,,0.2071,0.3366,0.1312,0.1727,0.1065,0.1234,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,740.03,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T16:54:10,500.0,100.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,307.77,430.33,0.0,,,0.2259,0.3693,0.144,0.1902,0.1174,0.1363,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,745.1,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T17:06:35,500.0,100.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,305.44,429.17,0.0,,,0.2164,0.3538,0.1367,0.1807,0.1108,0.1286,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,741.59,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T17:18:56,500.0,100.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,306.68,428.68,0.0,,,0.2412,0.3925,0.1541,0.2027,0.1258,0.1457,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,742.55,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T17:31:19,500.0,100.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,300.65,419.62,0.0,,,0.2331,0.3802,0.1472,0.1944,0.1192,0.1384,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,727.69,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T17:43:27,500.0,100.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,501.57,702.56,0.0,,,0.2203,0.3627,0.139,0.1847,0.1125,0.1312,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,1211.31,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T18:03:38,500.0,250.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,493.36,697.28,0.0,,,0.2075,0.3402,0.1314,0.1738,0.1066,0.1238,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,1197.82,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T18:23:36,500.0,250.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,494.3,698.57,0.0,,,0.2296,0.3811,0.1457,0.1944,0.1184,0.1383,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,1200.15,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T18:43:36,500.0,250.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,495.62,700.66,0.0,,,0.2169,0.3584,0.137,0.1822,0.1109,0.1292,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,1203.62,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T19:03:40,500.0,250.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,493.62,697.71,0.0,,,0.2459,0.41,0.1564,0.2092,0.1274,0.1491,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,1198.62,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T19:23:38,500.0,250.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,490.05,693.12,0.0,,,0.2348,0.3881,0.1475,0.1967,0.1192,0.1391,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,1190.18,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T19:43:28,500.0,250.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,813.39,1155.58,0.0,,,0.2209,0.3665,0.1394,0.1862,0.1129,0.132,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,1975.98,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T20:16:24,500.0,500.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,805.27,1150.29,0.0,,,0.2078,0.3435,0.1316,0.175,0.1067,0.1243,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,1962.64,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T20:49:07,500.0,500.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,824.39,1169.39,0.0,,,0.2308,0.3855,0.1464,0.1961,0.119,0.1393,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,2001.1,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T21:22:28,500.0,500.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,809.7,1154.6,0.0,,,0.2175,0.3623,0.1374,0.1837,0.1113,0.13,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,1971.61,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T21:55:20,500.0,500.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,823.29,1170.42,0.0,,,0.2463,0.4166,0.1565,0.2114,0.1274,0.1499,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,2000.96,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T22:28:41,500.0,500.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,803.95,1145.93,0.0,,,0.2355,0.392,0.148,0.1981,0.1195,0.1399,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,1957.2,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T23:01:18,500.0,500.0,0.2,False,,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.01,0.2,0.0,,,0.3073,0.4735,0.2007,0.2542,0.1657,0.1877,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.9,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:01:33,,,,,100.0,0.001,0.1,1.0,CE,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.68,0.19,0.0,,,0.3526,0.515,0.2346,0.2869,0.1958,0.2173,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.56,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:01:57,,,,,100.0,0.001,0.1,1.0,CE,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.0,0.18,0.0,,,0.3058,0.4724,0.1998,0.2534,0.165,0.187,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.75,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:02:11,,,,,100.0,0.001,0.2,1.0,CE,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.54,0.19,0.0,,,0.3484,0.5129,0.2301,0.2831,0.1912,0.213,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.22,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:02:34,,,,,100.0,0.001,0.2,1.0,CE,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,8.86,0.2,0.0,,,0.2745,0.4512,0.1713,0.228,0.1375,0.1606,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.83,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:02:49,,,,,100.0,0.0005,0.1,1.0,CE,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.63,0.19,0.0,,,0.3149,0.4781,0.2037,0.2561,0.1672,0.1886,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.49,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T23:03:13,,,,,100.0,0.0005,0.1,1.0,CE,
