model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args,window_days,decay_lambda,vsknn_popularity_weight,vstan_popularity_weight
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,493.62,697.71,0.0,,,0.2459,0.41,0.1564,0.2092,0.1274,0.1491,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,1198.62,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",500.0,250.0,0.2,True,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,490.05,693.12,0.0,,,0.2348,0.3881,0.1475,0.1967,0.1192,0.1391,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,1190.18,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",500.0,250.0,0.2,False,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,813.39,1155.58,0.0,,,0.2209,0.3665,0.1394,0.1862,0.1129,0.132,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,1975.98,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",500.0,500.0,0.05,True,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,805.27,1150.29,0.0,,,0.2078,0.3435,0.1316,0.175,0.1067,0.1243,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,1962.64,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",500.0,500.0,0.05,False,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,824.39,1169.39,0.0,,,0.2308,0.3855,0.1464,0.1961,0.119,0.1393,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,2001.1,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",500.0,500.0,0.1,True,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,809.7,1154.6,0.0,,,0.2175,0.3623,0.1374,0.1837,0.1113,0.13,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,1971.61,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",500.0,500.0,0.1,False,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,823.29,1170.42,0.0,,,0.2463,0.4166,0.1565,0.2114,0.1274,0.1499,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,2000.96,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",500.0,500.0,0.2,True,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,803.95,1145.93,0.0,,,0.2355,0.392,0.148,0.1981,0.1195,0.1399,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,1957.2,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",500.0,500.0,0.2,False,,,,,,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.01,0.2,0.0,,,0.3073,0.4735,0.2007,0.2542,0.1657,0.1877,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.9,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.68,0.19,0.0,,,0.3526,0.515,0.2346,0.2869,0.1958,0.2173,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.56,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.0,0.18,0.0,,,0.3058,0.4724,0.1998,0.2534,0.165,0.187,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.75,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.54,0.19,0.0,,,0.3484,0.5129,0.2301,0.2831,0.1912,0.213,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.22,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,8.86,0.2,0.0,,,0.2745,0.4512,0.1713,0.228,0.1375,0.1606,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.83,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.63,0.19,0.0,,,0.3149,0.4781,0.2037,0.2561,0.1672,0.1886,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.49,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,8.91,0.19,0.0,,,0.2702,0.4491,0.1692,0.2266,0.1361,0.1595,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.82,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0005,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.73,0.19,0.0,,,0.312,0.4779,0.2027,0.256,0.1669,0.1887,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.46,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0005,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,8.94,0.2,0.0,,,0.2479,0.3805,0.1435,0.1857,0.1097,0.1267,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.8,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.89,0.19,0.0,,,0.229,0.3973,0.1403,0.1943,0.1115,0.1334,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.95,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.05,0.19,0.0,,,0.2479,0.3776,0.1439,0.1852,0.1102,0.1269,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.92,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,13.39,0.2,0.0,,,0.2229,0.3925,0.1351,0.1899,0.1064,0.129,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,19.13,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,100.0,0.0001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.08,0.2,0.0,,,0.312,0.4794,0.2037,0.2576,0.1682,0.1903,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.84,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.89,0.22,0.0,,,0.3513,0.5153,0.2325,0.2853,0.1935,0.2152,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.85,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.88,0.2,0.0,,,0.3493,0.5129,0.2307,0.2834,0.1917,0.2134,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.76,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,8.9,0.2,0.0,,,0.2744,0.4518,0.1717,0.2287,0.138,0.1613,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.01,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.76,0.2,0.0,,,0.3164,0.4809,0.2049,0.2576,0.1683,0.1898,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.55,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.94,0.2,0.0,,,0.3139,0.4796,0.2032,0.2564,0.1668,0.1886,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,24.05,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0005,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.03,0.2,0.0,,,0.2504,0.3892,0.1445,0.1886,0.1102,0.1279,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.73,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,17.87,0.2,0.0,,,0.2314,0.3988,0.1415,0.195,0.1122,0.1339,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,23.78,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,9.05,0.2,0.0,,,0.2412,0.3996,0.1408,0.1911,0.1082,0.1284,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,14.93,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,12.64,0.2,0.0,,,0.2358,0.3975,0.1402,0.1919,0.1092,0.1301,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,18.69,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,128.0,0.0001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,10.16,0.21,0.0,,,0.3141,0.4787,0.203,0.2558,0.1665,0.1881,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.06,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,20.25,0.21,0.0,,,0.3539,0.522,0.235,0.2892,0.1959,0.2181,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,26.18,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.001,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,20.09,0.21,0.0,,,0.3529,0.5196,0.2341,0.2879,0.195,0.2171,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,26.03,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.001,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,10.1,0.21,0.0,,,0.2861,0.451,0.1815,0.2344,0.1472,0.1688,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.07,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,20.18,0.22,0.0,,,0.3191,0.4804,0.2054,0.2571,0.168,0.1892,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,26.16,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.0005,0.1,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,20,2048,2048,20.1,0.21,0.0,,,0.3183,0.4798,0.2048,0.2566,0.1676,0.1887,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.9,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.0005,0.2,1.0,CE,,,,,
GRU4Rec,adressa_recbole_sample,cuda,10,2048,2048,10.13,0.21,0.0,,,0.2418,0.3996,0.1426,0.1931,0.1104,0.131,"adressa_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.01,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",,,,,256.0,0.0001,0.1,1.0,CE,,,,,
